surveillance_network	age_group	site	n_rows	time_min	time_max	variable	n_missing	frac_missing
RSV-NET	Overall	Georgia	363	2018-10-06	2026-07-04	flu_positivity	166	0.4573002754820937
RSV-NET	Overall	Georgia	363	2018-10-06	2026-07-04	ed_influenza_pct_65p	166	0.4573002754820937
RSV-NET	Overall	Georgia	363	2018-10-06	2026-07-04	ed_rsv_pct_65p	166	0.4573002754820937
RSV-NET	Overall	Maryland	363	2018-10-06	2026-07-04	rate_per_100k	0	0.0
RSV-NET	Overall	Maryland	363	2018-10-06	2026-07-04	rsvpos	301	0.8292011019283747
RSV-NET	Overall	Maryland	363	2018-10-06	2026-07-04	rsvtest	301	0.8292011019283747
RSV-NET	Overall	Maryland	363	2018-10-06	2026-07-04	rsv_positivity	301	0.8292011019283747
RSV-NET	Overall	Maryland	363	2018-10-06	2026-07-04	wili	1	0.0027548209366391185
RSV-NET	Overall	Maryland	363	2018-10-06	2026-07-04	flu_positivity	166	0.4573002754820937
RSV-NET	Overall	Maryland	363	2018-10-06	2026-07-04	ed_influenza_pct_65p	166	0.4573002754820937
RSV-NET	Overall	Maryland	363	2018-10-06	2026-07-04	ed_rsv_pct_65p	166	0.4573002754820937
RSV-NET	Overall	Michigan	363	2018-10-06	2026-07-04	rate_per_100k	0	0.0
RSV-NET	Overall	Michigan	363	2018-10-06	2026-07-04	rsvpos	301	0.8292011019283747
RSV-NET	Overall	Michigan	363	2018-10-06	2026-07-04	rsvtest	301	0.8292011019283747
RSV-NET	Overall	Michigan	363	2018-10-06	2026-07-04	rsv_positivity	301	0.8292011019283747
RSV-NET	Overall	Michigan	363	2018-10-06	2026-07-04	wili	1	0.0027548209366391185
RSV-NET	Overall	Michigan	363	2018-10-06	2026-07-04	flu_positivity	166	0.4573002754820937
RSV-NET	Overall	Michigan	363	2018-10-06	2026-07-04	ed_influenza_pct_65p	166	0.4573002754820937
RSV-NET	Overall	Michigan	363	2018-10-06	2026-07-04	ed_rsv_pct_65p	166	0.4573002754820937
RSV-NET	Overall	Minnesota	363	2018-10-06	2026-07-04	rate_per_100k	0	0.0
RSV-NET	Overall	Minnesota	363	2018-10-06	2026-07-04	rsvpos	301	0.8292011019283747
RSV-NET	Overall	Minnesota	363	2018-10-06	2026-07-04	rsvtest	301	0.8292011019283747
RSV-NET	Overall	Minnesota	363	2018-10-06	2026-07-04	rsv_positivity	301	0.8292011019283747
RSV-NET	Overall	Minnesota	363	2018-10-06	2026-07-04	wili	1	0.0027548209366391185
RSV-NET	Overall	Minnesota	363	2018-10-06	2026-07-04	flu_positivity	166	0.4573002754820937
RSV-NET	Overall	Minnesota	363	2018-10-06	2026-07-04	ed_influenza_pct_65p	166	0.4573002754820937
RSV-NET	Overall	Minnesota	363	2018-10-06	2026-07-04	ed_rsv_pct_65p	166	0.4573002754820937
RSV-NET	Overall	New Mexico	363	2018-10-06	2026-07-04	rate_per_100k	0	0.0
RSV-NET	Overall	New Mexico	363	2018-10-06	2026-07-04	rsvpos	301	0.8292011019283747
RSV-NET	Overall	New Mexico	363	2018-10-06	2026-07-04	rsvtest	301	0.8292011019283747
RSV-NET	Overall	New Mexico	363	2018-10-06	2026-07-04	rsv_positivity	301	0.8292011019283747
RSV-NET	Overall	New Mexico	363	2018-10-06	2026-07-04	wili	1	0.0027548209366391185
RSV-NET	Overall	New Mexico	363	2018-10-06	2026-07-04	flu_positivity	166	0.4573002754820937
RSV-NET	Overall	New Mexico	363	2018-10-06	2026-07-04	ed_influenza_pct_65p	166	0.4573002754820937
RSV-NET	Overall	New Mexico	363	2018-10-06	2026-07-04	ed_rsv_pct_65p	166	0.4573002754820937
RSV-NET	Overall	New York	363	2018-10-06	2026-07-04	rate_per_100k	0	0.0
RSV-NET	Overall	New York	363	2018-10-06	2026-07-04	rsvpos	301	0.8292011019283747
RSV-NET	Overall	New York	363	2018-10-06	2026-07-04	rsvtest	301	0.8292011019283747
RSV-NET	Overall	New York	363	2018-10-06	2026-07-04	rsv_positivity	301	0.8292011019283747
RSV-NET	Overall	New York	363	2018-10-06	2026-07-04	wili	1	0.0027548209366391185
RSV-NET	Overall	New York	363	2018-10-06	2026-07-04	flu_positivity	166	0.4573002754820937
RSV-NET	Overall	New York	363	2018-10-06	2026-07-04	ed_influenza_pct_65p	166	0.4573002754820937
RSV-NET	Overall	New York	363	2018-10-06	2026-07-04	ed_rsv_pct_65p	166	0.4573002754820937
RSV-NET	Overall	North Carolina	92	2024-10-05	2026-07-04	rate_per_100k	0	0.0
RSV-NET	Overall	North Carolina	92	2024-10-05	2026-07-04	rsvpos	92	1.0
RSV-NET	Overall	North Carolina	92	2024-10-05	2026-07-04	rsvtest	92	1.0
RSV-NET	Overall	North Carolina	92	2024-10-05	2026-07-04	rsv_positivity	92	1.0
RSV-NET	Overall	North Carolina	92	2024-10-05	2026-07-04	wili	1	0.010869565217391304
RSV-NET	Overall	North Carolina	92	2024-10-05	2026-07-04	flu_positivity	0	0.0
RSV-NET	Overall	North Carolina	92	2024-10-05	2026-07-04	ed_influenza_pct_65p	0	0.0
RSV-NET	Overall	North Carolina	92	2024-10-05	2026-07-04	ed_rsv_pct_65p	0	0.0
RSV-NET	Overall	Oregon	363	2018-10-06	2026-07-04	rate_per_100k	0	0.0
RSV-NET	Overall	Oregon	363	2018-10-06	2026-07-04	rsvpos	301	0.8292011019283747
RSV-NET	Overall	Oregon	363	2018-10-06	2026-07-04	rsvtest	301	0.8292011019283747
RSV-NET	Overall	Oregon	363	2018-10-06	2026-07-04	rsv_positivity	301	0.8292011019283747
RSV-NET	Overall	Oregon	363	2018-10-06	2026-07-04	wili	1	0.0027548209366391185
RSV-NET	Overall	Oregon	363	2018-10-06	2026-07-04	flu_positivity	166	0.4573002754820937
RSV-NET	Overall	Oregon	363	2018-10-06	2026-07-04	ed_influenza_pct_65p	166	0.4573002754820937
RSV-NET	Overall	Oregon	363	2018-10-06	2026-07-04	ed_rsv_pct_65p	166	0.4573002754820937
RSV-NET	Overall	Overall	363	2018-10-06	2026-07-04	rate_per_100k	0	0.0
RSV-NET	Overall	Overall	363	2018-10-06	2026-07-04	rsvpos	301	0.8292011019283747
RSV-NET	Overall	Overall	363	2018-10-06	2026-07-04	rsvtest	301	0.8292011019283747
RSV-NET	Overall	Overall	363	2018-10-06	2026-07-04	rsv_positivity	301	0.8292011019283747
RSV-NET	Overall	Overall	363	2018-10-06	2026-07-04	wili	1	0.0027548209366391185
RSV-NET	Overall	Overall	363	2018-10-06	2026-07-04	flu_positivity	166	0.4573002754820937
RSV-NET	Overall	Overall	363	2018-10-06	2026-07-04	ed_influenza_pct_65p	166	0.4573002754820937
RSV-NET	Overall	Overall	363	2018-10-06	2026-07-04	ed_rsv_pct_65p	166	0.4573002754820937
RSV-NET	Overall	Tennessee	363	2018-10-06	2026-07-04	rate_per_100k	0	0.0
RSV-NET	Overall	Tennessee	363	2018-10-06	2026-07-04	rsvpos	301	0.8292011019283747
RSV-NET	Overall	Tennessee	363	2018-10-06	2026-07-04	rsvtest	301	0.8292011019283747
RSV-NET	Overall	Tennessee	363	2018-10-06	2026-07-04	rsv_positivity	301	0.8292011019283747
RSV-NET	Overall	Tennessee	363	2018-10-06	2026-07-04	wili	1	0.0027548209366391185
RSV-NET	Overall	Tennessee	363	2018-10-06	2026-07-04	flu_positivity	166	0.4573002754820937
RSV-NET	Overall	Tennessee	363	2018-10-06	2026-07-04	ed_influenza_pct_65p	166	0.4573002754820937
RSV-NET	Overall	Tennessee	363	2018-10-06	2026-07-04	ed_rsv_pct_65p	166	0.4573002754820937
RSV-NET	Overall	Utah	363	2018-10-06	2026-07-04	rate_per_100k	0	0.0
RSV-NET	Overall	Utah	363	2018-10-06	2026-07-04	rsvpos	301	0.8292011019283747
RSV-NET	Overall	Utah	363	2018-10-06	2026-07-04	rsvtest	301	0.8292011019283747
RSV-NET	Overall	Utah	363	2018-10-06	2026-07-04	rsv_positivity	301	0.8292011019283747
RSV-NET	Overall	Utah	363	2018-10-06	2026-07-04	wili	1	0.0027548209366391185
RSV-NET	Overall	Utah	363	2018-10-06	2026-07-04	flu_positivity	166	0.4573002754820937
RSV-NET	Overall	Utah	363	2018-10-06	2026-07-04	ed_influenza_pct_65p	166	0.4573002754820937
RSV-NET	Overall	Utah	363	2018-10-06	2026-07-04	ed_rsv_pct_65p	166	0.4573002754820937
RSV-NET	Overall	Washington	40	2025-10-04	2026-07-04	rate_per_100k	0	0.0
RSV-NET	Overall	Washington	40	2025-10-04	2026-07-04	rsvpos	40	1.0
RSV-NET	Overall	Washington	40	2025-10-04	2026-07-04	rsvtest	40	1.0
RSV-NET	Overall	Washington	40	2025-10-04	2026-07-04	rsv_positivity	40	1.0
RSV-NET	Overall	Washington	40	2025-10-04	2026-07-04	wili	1	0.025
RSV-NET	Overall	Washington	40	2025-10-04	2026-07-04	flu_positivity	0	0.0
RSV-NET	Overall	Washington	40	2025-10-04	2026-07-04	ed_influenza_pct_65p	0	0.0
RSV-NET	Overall	Washington	40	2025-10-04	2026-07-04	ed_rsv_pct_65p	0	0.0
