surveillance_network	site	week_ending_date	epiweeks	age_group	rate_per_100k	rsvpos	rsvtest	rsv_positivity	wili	flu_positivity	ed_influenza_pct_65p	ed_rsv_pct_65p
RSV-NET	Overall	2024-12-07	202449	65+ yr	2.7				3.318	0.052000000000000005	0.006	0.001
RSV-NET	Overall	2024-12-14	202450	65+ yr	3.8				3.78793	0.086	0.009000000000000001	0.002
RSV-NET	Overall	2024-12-21	202451	65+ yr	4.8				4.94489	0.142	0.016	0.003
RSV-NET	Overall	2024-12-28	202452	65+ yr	5.7				6.74349	0.182	0.034	0.004
RSV-NET	Overall	2025-01-04	202501	65+ yr	8.8				6.25398	0.182	0.038	0.005
RSV-NET	Overall	2025-01-11	202502	65+ yr	8.5				5.30512	0.184	0.031	0.005
RSV-NET	Overall	2025-01-18	202503	65+ yr	6.5				5.74558	0.23800000000000002	0.032	0.004
RSV-NET	Overall	2025-01-25	202504	65+ yr	5.0				6.98693	0.287	0.043	0.003
RSV-NET	Overall	2025-02-01	202505	65+ yr	5.4				7.79898	0.316	0.053	0.003
RSV-NET	Overall	2025-02-08	202506	65+ yr	5.6				7.84378	0.314	0.055999999999999994	0.003
RSV-NET	Overall	2025-02-15	202507	65+ yr	5.4				6.93692	0.278	0.048	0.003
RSV-NET	Overall	2025-02-22	202508	65+ yr	4.7				5.90072	0.239	0.04	0.003
RSV-NET	Overall	2025-03-01	202509	65+ yr	4.2				4.87406	0.195	0.031	0.003
RSV-NET	Overall	2025-03-08	202510	65+ yr	4.1				4.26679	0.159	0.024	0.002
RSV-NET	Overall	2025-03-15	202511	65+ yr	3.7				3.81006	0.133	0.019	0.002
RSV-NET	Overall	2025-03-22	202512	65+ yr	2.9				3.25232	0.107	0.013000000000000001	0.002
RSV-NET	Overall	2025-03-29	202513	65+ yr	2.6				2.89999	0.092	0.009000000000000001	0.002
RSV-NET	Overall	2025-04-05	202514	65+ yr	1.9				2.56142	0.076	0.006	0.001
RSV-NET	Overall	2025-04-12	202515	65+ yr	1.4				2.41066	0.062	0.004	0.001
RSV-NET	Overall	2025-04-19	202516	65+ yr	1.3				2.26966	0.053	0.003	0.001
RSV-NET	Overall	2025-04-26	202517	65+ yr	0.7				2.16654	0.044000000000000004	0.003	0.001
RSV-NET	Overall	2025-05-03	202518	65+ yr	0.7				1.99958	0.033	0.002	0.001
RSV-NET	Overall	2025-05-10	202519	65+ yr	0.6				1.89657	0.026000000000000002	0.002	0.0
RSV-NET	Overall	2025-05-17	202520	65+ yr	0.4				1.86402	0.021	0.002	0.0
RSV-NET	Overall	2025-05-24	202521	65+ yr	0.3				1.8161	0.019	0.001	0.0
RSV-NET	Overall	2025-05-31	202522	65+ yr	0.2				1.82615	0.019	0.001	0.0
RSV-NET	Overall	2025-06-07	202523	65+ yr	0.2				1.6042	0.016	0.001	0.0
RSV-NET	Overall	2025-06-14	202524	65+ yr	0.2				1.4049	0.012	0.001	0.0
RSV-NET	Overall	2025-06-21	202525	65+ yr	0.1				1.31999	0.01	0.001	0.0
RSV-NET	Overall	2025-06-28	202526	65+ yr	0.1				1.17989	0.008	0.001	0.0
RSV-NET	Overall	2025-07-05	202527	65+ yr	0.1				1.108	0.008	0.001	0.0
RSV-NET	Overall	2025-07-12	202528	65+ yr	0.1				1.15638	0.008	0.001	0.0
RSV-NET	Overall	2025-07-19	202529	65+ yr	0.1				1.05736	0.005	0.001	0.0
RSV-NET	Overall	2025-07-26	202530	65+ yr	0.0				1.03242	0.004	0.001	0.0
RSV-NET	Overall	2025-08-02	202531	65+ yr	0.1				1.05832	0.004	0.001	0.0
RSV-NET	Overall	2025-08-09	202532	65+ yr	0.0				1.14965	0.004	0.001	0.0
RSV-NET	Overall	2025-08-16	202533	65+ yr	0.1				1.21395	0.003	0.001	0.0
RSV-NET	Overall	2025-08-23	202534	65+ yr	0.0				1.45765	0.004	0.001	0.0
RSV-NET	Overall	2025-08-30	202535	65+ yr	0.1				1.79113	0.004	0.001	0.0
RSV-NET	Overall	2025-09-06	202536	65+ yr	0.2				1.80315	0.004	0.001	0.0
RSV-NET	Overall	2025-09-13	202537	65+ yr	0.2				1.75434	0.005	0.001	0.0
RSV-NET	Overall	2025-09-20	202538	65+ yr	0.0				1.72128	0.005	0.001	0.0
RSV-NET	Overall	2025-09-27	202539	65+ yr	0.1				1.68219	0.006	0.001	0.0
RSV-NET	Overall	2025-10-04	202540	65+ yr	0.1				1.61487	0.005	0.001	0.0
RSV-NET	Overall	2025-10-11	202541	65+ yr	0.1				1.63936	0.005	0.001	0.0
RSV-NET	Overall	2025-10-18	202542	65+ yr	0.1				1.7015	0.006	0.001	0.0
RSV-NET	Overall	2025-10-25	202543	65+ yr	0.1				1.74245	0.008	0.001	0.0
RSV-NET	Overall	2025-11-01	202544	65+ yr	0.3				1.82919	0.011000000000000001	0.002	0.0
RSV-NET	Overall	2025-11-08	202545	65+ yr	0.5				2.12535	0.019	0.002	0.0
RSV-NET	Overall	2025-11-15	202546	65+ yr	0.6				2.26689	0.033	0.003	0.0
RSV-NET	Overall	2025-11-22	202547	65+ yr	0.6				2.5297	0.055	0.004	0.001
RSV-NET	Overall	2025-11-29	202548	65+ yr	0.7				2.96909	0.08	0.006	0.001
RSV-NET	Overall	2025-12-06	202549	65+ yr	1.2				3.29145	0.09	0.009000000000000001	0.001
RSV-NET	Overall	2025-12-13	202550	65+ yr	1.8				4.12574	0.154	0.013000000000000001	0.001
RSV-NET	Overall	2025-12-20	202551	65+ yr	2.3				6.00828	0.255	0.026000000000000002	0.001
RSV-NET	Overall	2025-12-27	202552	65+ yr	2.9				8.27647	0.317	0.054000000000000006	0.002
RSV-NET	Overall	2026-01-03	202553	65+ yr	5.0				7.16586	0.24600000000000002	0.055999999999999994	0.003
RSV-NET	Overall	2026-01-10	202601	65+ yr	5.1				5.29536	0.185	0.034	0.003
RSV-NET	Overall	2026-01-17	202602	65+ yr	4.6				4.38228	0.17	0.021	0.003
RSV-NET	Overall	2026-01-24	202603	65+ yr	4.1				4.73977	0.175	0.019	0.002
RSV-NET	Overall	2026-01-31	202604	65+ yr	4.7				4.42457	0.174	0.018000000000000002	0.003
RSV-NET	Overall	2026-02-07	202605	65+ yr	4.5				4.60645	0.18	0.018000000000000002	0.003
RSV-NET	Overall	2026-02-14	202606	65+ yr	5.3				4.55694	0.184	0.018000000000000002	0.003
RSV-NET	Overall	2026-02-21	202607	65+ yr	6.1				4.39494	0.18100000000000002	0.015	0.003
RSV-NET	Overall	2026-02-28	202608	65+ yr	5.9				3.86304	0.158	0.011000000000000001	0.004
RSV-NET	Overall	2026-03-07	202609	65+ yr	5.1				3.69308	0.15	0.009000000000000001	0.003
RSV-NET	Overall	2026-03-14	202610	65+ yr	4.0				3.25084	0.127	0.006	0.003
RSV-NET	Overall	2018-10-06	201840	Overall	0.1	204.0	11351.0	0.01797198484715003	1.41876			
RSV-NET	Overall	2018-10-06	201840	Overall	0.1	204.0	11351.0	0.01797198484715003	1.41876			
RSV-NET	Overall	2018-10-06	201840	Overall	0.1	204.0	11351.0	0.01797198484715003	1.41876			
RSV-NET	Overall	2018-10-06	201840	Overall	0.1	204.0	11351.0	0.01797198484715003	1.41876			
RSV-NET	Overall	2018-10-06	201840	Overall	0.1	204.0	11351.0	0.01797198484715003	1.41876			
RSV-NET	Overall	2018-10-06	201840	Overall	0.3	204.0	11351.0	0.01797198484715003	1.41876			
RSV-NET	Overall	2018-10-06	201840	Overall	0.0	204.0	11351.0	0.01797198484715003	1.41876			
RSV-NET	Overall	2018-10-06	201840	Overall	0.0	204.0	11351.0	0.01797198484715003	1.41876			
RSV-NET	Overall	2018-10-13	201841	Overall	0.2	382.0	12038.0	0.0317328459877056	1.40077			
RSV-NET	Overall	2018-10-13	201841	Overall	0.2	382.0	12038.0	0.0317328459877056	1.40077			
RSV-NET	Overall	2018-10-13	201841	Overall	0.2	382.0	12038.0	0.0317328459877056	1.40077			
RSV-NET	Overall	2018-10-13	201841	Overall	0.1	382.0	12038.0	0.0317328459877056	1.40077			
RSV-NET	Overall	2018-10-13	201841	Overall	0.2	382.0	12038.0	0.0317328459877056	1.40077			
RSV-NET	Overall	2018-10-13	201841	Overall	0.5	382.0	12038.0	0.0317328459877056	1.40077			
RSV-NET	Overall	2018-10-13	201841	Overall	0.0	382.0	12038.0	0.0317328459877056	1.40077			
RSV-NET	Overall	2018-10-13	201841	Overall	0.2	382.0	12038.0	0.0317328459877056	1.40077			
RSV-NET	Overall	2018-10-20	201842	Overall	0.2	452.0	12926.0	0.03496828098406313	1.47139			
RSV-NET	Overall	2018-10-20	201842	Overall	0.3	452.0	12926.0	0.03496828098406313	1.47139			
RSV-NET	Overall	2018-10-20	201842	Overall	0.2	452.0	12926.0	0.03496828098406313	1.47139			
RSV-NET	Overall	2018-10-20	201842	Overall	0.1	452.0	12926.0	0.03496828098406313	1.47139			
RSV-NET	Overall	2018-10-20	201842	Overall	0.2	452.0	12926.0	0.03496828098406313	1.47139			
RSV-NET	Overall	2018-10-20	201842	Overall	0.6	452.0	12926.0	0.03496828098406313	1.47139			
RSV-NET	Overall	2018-10-20	201842	Overall	0.0	452.0	12926.0	0.03496828098406313	1.47139			
RSV-NET	Overall	2018-10-20	201842	Overall	0.3	452.0	12926.0	0.03496828098406313	1.47139			
RSV-NET	Overall	2018-10-27	201843	Overall	0.3	658.0	14062.0	0.04679277485421704	1.63634			
RSV-NET	Overall	2018-10-27	201843	Overall	0.3	658.0	14062.0	0.04679277485421704	1.63634			
RSV-NET	Overall	2018-10-27	201843	Overall	0.3	658.0	14062.0	0.04679277485421704	1.63634			
RSV-NET	Overall	2018-10-27	201843	Overall	0.1	658.0	14062.0	0.04679277485421704	1.63634			
RSV-NET	Overall	2018-10-27	201843	Overall	0.4	658.0	14062.0	0.04679277485421704	1.63634			
RSV-NET	Overall	2018-10-27	201843	Overall	0.7	658.0	14062.0	0.04679277485421704	1.63634			
RSV-NET	Overall	2018-10-27	201843	Overall	0.0	658.0	14062.0	0.04679277485421704	1.63634			
RSV-NET	Overall	2018-10-27	201843	Overall	0.2	658.0	14062.0	0.04679277485421704	1.63634			
RSV-NET	Overall	2018-11-03	201844	Overall	0.3	880.0	14537.0	0.0605351860769072	1.79125			
RSV-NET	Overall	2018-11-03	201844	Overall	0.3	880.0	14537.0	0.0605351860769072	1.79125			
RSV-NET	Overall	2018-11-03	201844	Overall	0.3	880.0	14537.0	0.0605351860769072	1.79125			
RSV-NET	Overall	2018-11-03	201844	Overall	0.2	880.0	14537.0	0.0605351860769072	1.79125			
RSV-NET	Overall	2018-11-03	201844	Overall	0.3	880.0	14537.0	0.0605351860769072	1.79125			
RSV-NET	Overall	2018-11-03	201844	Overall	0.6	880.0	14537.0	0.0605351860769072	1.79125			
RSV-NET	Overall	2018-11-03	201844	Overall	0.0	880.0	14537.0	0.0605351860769072	1.79125			
RSV-NET	Overall	2018-11-03	201844	Overall	0.1	880.0	14537.0	0.0605351860769072	1.79125			
RSV-NET	Overall	2018-11-10	201845	Overall	0.6	1109.0	15331.0	0.07233709477529189	1.86871			
RSV-NET	Overall	2018-11-10	201845	Overall	0.4	1109.0	15331.0	0.07233709477529189	1.86871			
RSV-NET	Overall	2018-11-10	201845	Overall	0.5	1109.0	15331.0	0.07233709477529189	1.86871			
RSV-NET	Overall	2018-11-10	201845	Overall	0.3	1109.0	15331.0	0.07233709477529189	1.86871			
RSV-NET	Overall	2018-11-10	201845	Overall	0.5	1109.0	15331.0	0.07233709477529189	1.86871			
RSV-NET	Overall	2018-11-10	201845	Overall	0.9	1109.0	15331.0	0.07233709477529189	1.86871			
RSV-NET	Overall	2018-11-10	201845	Overall	0.7	1109.0	15331.0	0.07233709477529189	1.86871			
RSV-NET	Overall	2018-11-10	201845	Overall	0.2	1109.0	15331.0	0.07233709477529189	1.86871			
RSV-NET	Overall	2018-11-17	201846	Overall	0.5	1407.0	15921.0	0.08837384586395326	1.98121			
RSV-NET	Overall	2018-11-17	201846	Overall	0.5	1407.0	15921.0	0.08837384586395326	1.98121			
RSV-NET	Overall	2018-11-17	201846	Overall	0.5	1407.0	15921.0	0.08837384586395326	1.98121			
RSV-NET	Overall	2018-11-17	201846	Overall	0.4	1407.0	15921.0	0.08837384586395326	1.98121			
RSV-NET	Overall	2018-11-17	201846	Overall	0.4	1407.0	15921.0	0.08837384586395326	1.98121			
RSV-NET	Overall	2018-11-17	201846	Overall	1.0	1407.0	15921.0	0.08837384586395326	1.98121			
RSV-NET	Overall	2018-11-17	201846	Overall	0.0	1407.0	15921.0	0.08837384586395326	1.98121			
RSV-NET	Overall	2018-11-17	201846	Overall	0.4	1407.0	15921.0	0.08837384586395326	1.98121			
RSV-NET	Overall	2018-11-24	201847	Overall	0.6	1634.0	15836.0	0.10318262187421066	2.23487			
RSV-NET	Overall	2018-11-24	201847	Overall	0.5	1634.0	15836.0	0.10318262187421066	2.23487			
RSV-NET	Overall	2018-11-24	201847	Overall	0.5	1634.0	15836.0	0.10318262187421066	2.23487			
RSV-NET	Overall	2018-11-24	201847	Overall	0.3	1634.0	15836.0	0.10318262187421066	2.23487			
RSV-NET	Overall	2018-11-24	201847	Overall	0.6	1634.0	15836.0	0.10318262187421066	2.23487			
RSV-NET	Overall	2018-11-24	201847	Overall	0.9	1634.0	15836.0	0.10318262187421066	2.23487			
RSV-NET	Overall	2018-11-24	201847	Overall	1.4	1634.0	15836.0	0.10318262187421066	2.23487			
RSV-NET	Overall	2018-11-24	201847	Overall	0.3	1634.0	15836.0	0.10318262187421066	2.23487			
RSV-NET	Overall	2018-12-01	201848	Overall	1.0	2033.0	17854.0	0.11386804077517643	2.14572			
RSV-NET	Overall	2018-12-01	201848	Overall	0.9	2033.0	17854.0	0.11386804077517643	2.14572			
RSV-NET	Overall	2018-12-01	201848	Overall	0.9	2033.0	17854.0	0.11386804077517643	2.14572			
RSV-NET	Overall	2018-12-01	201848	Overall	0.7	2033.0	17854.0	0.11386804077517643	2.14572			
RSV-NET	Overall	2018-12-01	201848	Overall	0.8	2033.0	17854.0	0.11386804077517643	2.14572			
RSV-NET	Overall	2018-12-01	201848	Overall	1.5	2033.0	17854.0	0.11386804077517643	2.14572			
RSV-NET	Overall	2018-12-01	201848	Overall	1.4	2033.0	17854.0	0.11386804077517643	2.14572			
RSV-NET	Overall	2018-12-01	201848	Overall	0.7	2033.0	17854.0	0.11386804077517643	2.14572			
RSV-NET	Overall	2018-12-08	201849	Overall	0.9	2313.0	17780.0	0.13008998875140607	2.25134			
RSV-NET	Overall	2018-12-08	201849	Overall	0.9	2313.0	17780.0	0.13008998875140607	2.25134			
RSV-NET	Overall	2018-12-08	201849	Overall	0.9	2313.0	17780.0	0.13008998875140607	2.25134			
RSV-NET	Overall	2018-12-08	201849	Overall	0.7	2313.0	17780.0	0.13008998875140607	2.25134			
RSV-NET	Overall	2018-12-08	201849	Overall	0.9	2313.0	17780.0	0.13008998875140607	2.25134			
RSV-NET	Overall	2018-12-08	201849	Overall	1.3	2313.0	17780.0	0.13008998875140607	2.25134			
RSV-NET	Overall	2018-12-08	201849	Overall	2.1	2313.0	17780.0	0.13008998875140607	2.25134			
RSV-NET	Overall	2018-12-08	201849	Overall	0.7	2313.0	17780.0	0.13008998875140607	2.25134			
RSV-NET	Overall	2018-12-15	201850	Overall	1.2	2709.0	20374.0	0.132963581034652	2.6411			
RSV-NET	Overall	2018-12-15	201850	Overall	1.1	2709.0	20374.0	0.132963581034652	2.6411			
RSV-NET	Overall	2018-12-15	201850	Overall	1.1	2709.0	20374.0	0.132963581034652	2.6411			
RSV-NET	Overall	2018-12-15	201850	Overall	1.0	2709.0	20374.0	0.132963581034652	2.6411			
RSV-NET	Overall	2018-12-15	201850	Overall	1.2	2709.0	20374.0	0.132963581034652	2.6411			
RSV-NET	Overall	2018-12-15	201850	Overall	1.4	2709.0	20374.0	0.132963581034652	2.6411			
RSV-NET	Overall	2018-12-15	201850	Overall	1.4	2709.0	20374.0	0.132963581034652	2.6411			
RSV-NET	Overall	2018-12-15	201850	Overall	0.5	2709.0	20374.0	0.132963581034652	2.6411			
RSV-NET	Overall	2018-12-22	201851	Overall	1.5	3477.0	22889.0	0.15190702957752633	3.13478			
RSV-NET	Overall	2018-12-22	201851	Overall	1.4	3477.0	22889.0	0.15190702957752633	3.13478			
RSV-NET	Overall	2018-12-22	201851	Overall	1.4	3477.0	22889.0	0.15190702957752633	3.13478			
RSV-NET	Overall	2018-12-22	201851	Overall	1.2	3477.0	22889.0	0.15190702957752633	3.13478			
RSV-NET	Overall	2018-12-22	201851	Overall	1.1	3477.0	22889.0	0.15190702957752633	3.13478			
RSV-NET	Overall	2018-12-22	201851	Overall	2.0	3477.0	22889.0	0.15190702957752633	3.13478			
RSV-NET	Overall	2018-12-22	201851	Overall	0.0	3477.0	22889.0	0.15190702957752633	3.13478			
RSV-NET	Overall	2018-12-22	201851	Overall	0.7	3477.0	22889.0	0.15190702957752633	3.13478			
RSV-NET	Overall	2018-12-29	201852	Overall	1.7	3680.0	24408.0	0.15077023926581448	3.96538			
RSV-NET	Overall	2018-12-29	201852	Overall	1.7	3680.0	24408.0	0.15077023926581448	3.96538			
RSV-NET	Overall	2018-12-29	201852	Overall	1.7	3680.0	24408.0	0.15077023926581448	3.96538			
RSV-NET	Overall	2018-12-29	201852	Overall	1.6	3680.0	24408.0	0.15077023926581448	3.96538			
RSV-NET	Overall	2018-12-29	201852	Overall	1.6	3680.0	24408.0	0.15077023926581448	3.96538			
RSV-NET	Overall	2018-12-29	201852	Overall	1.9	3680.0	24408.0	0.15077023926581448	3.96538			
RSV-NET	Overall	2018-12-29	201852	Overall	0.0	3680.0	24408.0	0.15077023926581448	3.96538			
RSV-NET	Overall	2018-12-29	201852	Overall	1.0	3680.0	24408.0	0.15077023926581448	3.96538			
RSV-NET	Overall	2019-01-05	201901	Overall	1.8	3922.0	26370.0	0.14872961698900267	3.45972			
RSV-NET	Overall	2019-01-05	201901	Overall	1.8	3922.0	26370.0	0.14872961698900267	3.45972			
RSV-NET	Overall	2019-01-05	201901	Overall	1.8	3922.0	26370.0	0.14872961698900267	3.45972			
RSV-NET	Overall	2019-01-05	201901	Overall	1.7	3922.0	26370.0	0.14872961698900267	3.45972			
RSV-NET	Overall	2019-01-05	201901	Overall	1.6	3922.0	26370.0	0.14872961698900267	3.45972			
RSV-NET	Overall	2019-01-05	201901	Overall	1.9	3922.0	26370.0	0.14872961698900267	3.45972			
RSV-NET	Overall	2019-01-05	201901	Overall	2.1	3922.0	26370.0	0.14872961698900267	3.45972			
RSV-NET	Overall	2019-01-05	201901	Overall	0.9	3922.0	26370.0	0.14872961698900267	3.45972			
RSV-NET	Overall	2019-01-12	201902	Overall	1.9	3467.0	25479.0	0.1360728443031516	3.07558			
RSV-NET	Overall	2019-01-12	201902	Overall	1.6	3467.0	25479.0	0.1360728443031516	3.07558			
RSV-NET	Overall	2019-01-12	201902	Overall	1.8	3467.0	25479.0	0.1360728443031516	3.07558			
RSV-NET	Overall	2019-01-12	201902	Overall	1.5	3467.0	25479.0	0.1360728443031516	3.07558			
RSV-NET	Overall	2019-01-12	201902	Overall	2.1	3467.0	25479.0	0.1360728443031516	3.07558			
RSV-NET	Overall	2019-01-12	201902	Overall	1.9	3467.0	25479.0	0.1360728443031516	3.07558			
RSV-NET	Overall	2019-01-12	201902	Overall	2.7	3467.0	25479.0	0.1360728443031516	3.07558			
RSV-NET	Overall	2019-01-12	201902	Overall	1.0	3467.0	25479.0	0.1360728443031516	3.07558			
RSV-NET	Overall	2019-01-19	201903	Overall	1.4	3266.0	24680.0	0.13233387358184764	3.3258			
RSV-NET	Overall	2019-01-19	201903	Overall	1.4	3266.0	24680.0	0.13233387358184764	3.3258			
RSV-NET	Overall	2019-01-19	201903	Overall	1.4	3266.0	24680.0	0.13233387358184764	3.3258			
RSV-NET	Overall	2019-01-19	201903	Overall	1.3	3266.0	24680.0	0.13233387358184764	3.3258			
RSV-NET	Overall	2019-01-19	201903	Overall	1.3	3266.0	24680.0	0.13233387358184764	3.3258			
RSV-NET	Overall	2019-01-19	201903	Overall	1.4	3266.0	24680.0	0.13233387358184764	3.3258			
RSV-NET	Overall	2019-01-19	201903	Overall	2.7	3266.0	24680.0	0.13233387358184764	3.3258			
RSV-NET	Overall	2019-01-19	201903	Overall	1.2	3266.0	24680.0	0.13233387358184764	3.3258			
RSV-NET	Overall	2019-01-26	201904	Overall	1.3	3261.0	27516.0	0.118512865242041	3.79773			
RSV-NET	Overall	2019-01-26	201904	Overall	1.3	3261.0	27516.0	0.118512865242041	3.79773			
RSV-NET	Overall	2019-01-26	201904	Overall	1.3	3261.0	27516.0	0.118512865242041	3.79773			
RSV-NET	Overall	2019-01-26	201904	Overall	1.3	3261.0	27516.0	0.118512865242041	3.79773			
RSV-NET	Overall	2019-01-26	201904	Overall	1.5	3261.0	27516.0	0.118512865242041	3.79773			
RSV-NET	Overall	2019-01-26	201904	Overall	1.4	3261.0	27516.0	0.118512865242041	3.79773			
RSV-NET	Overall	2019-01-26	201904	Overall	0.7	3261.0	27516.0	0.118512865242041	3.79773			
RSV-NET	Overall	2019-01-26	201904	Overall	0.8	3261.0	27516.0	0.118512865242041	3.79773			
RSV-NET	Overall	2019-02-02	201905	Overall	1.6	3252.0	27766.0	0.11712165958366347	4.34227			
RSV-NET	Overall	2019-02-02	201905	Overall	1.3	3252.0	27766.0	0.11712165958366347	4.34227			
RSV-NET	Overall	2019-02-02	201905	Overall	1.5	3252.0	27766.0	0.11712165958366347	4.34227			
RSV-NET	Overall	2019-02-02	201905	Overall	1.2	3252.0	27766.0	0.11712165958366347	4.34227			
RSV-NET	Overall	2019-02-02	201905	Overall	2.0	3252.0	27766.0	0.11712165958366347	4.34227			
RSV-NET	Overall	2019-02-02	201905	Overall	1.1	3252.0	27766.0	0.11712165958366347	4.34227			
RSV-NET	Overall	2019-02-02	201905	Overall	2.1	3252.0	27766.0	0.11712165958366347	4.34227			
RSV-NET	Overall	2019-02-02	201905	Overall	1.4	3252.0	27766.0	0.11712165958366347	4.34227			
RSV-NET	Overall	2019-02-09	201906	Overall	1.4	3197.0	30162.0	0.10599429746038061	4.86953			
RSV-NET	Overall	2019-02-09	201906	Overall	1.4	3197.0	30162.0	0.10599429746038061	4.86953			
RSV-NET	Overall	2019-02-09	201906	Overall	1.4	3197.0	30162.0	0.10599429746038061	4.86953			
RSV-NET	Overall	2019-02-09	201906	Overall	1.2	3197.0	30162.0	0.10599429746038061	4.86953			
RSV-NET	Overall	2019-02-09	201906	Overall	1.8	3197.0	30162.0	0.10599429746038061	4.86953			
RSV-NET	Overall	2019-02-09	201906	Overall	0.9	3197.0	30162.0	0.10599429746038061	4.86953			
RSV-NET	Overall	2019-02-09	201906	Overall	2.7	3197.0	30162.0	0.10599429746038061	4.86953			
RSV-NET	Overall	2019-02-09	201906	Overall	1.4	3197.0	30162.0	0.10599429746038061	4.86953			
RSV-NET	Overall	2019-02-16	201907	Overall	1.2	2758.0	27421.0	0.10057984756208745	5.03689			
RSV-NET	Overall	2019-02-16	201907	Overall	1.2	2758.0	27421.0	0.10057984756208745	5.03689			
RSV-NET	Overall	2019-02-16	201907	Overall	1.2	2758.0	27421.0	0.10057984756208745	5.03689			
RSV-NET	Overall	2019-02-16	201907	Overall	1.1	2758.0	27421.0	0.10057984756208745	5.03689			
RSV-NET	Overall	2019-02-16	201907	Overall	1.7	2758.0	27421.0	0.10057984756208745	5.03689			
RSV-NET	Overall	2019-02-16	201907	Overall	1.2	2758.0	27421.0	0.10057984756208745	5.03689			
RSV-NET	Overall	2019-02-16	201907	Overall	2.1	2758.0	27421.0	0.10057984756208745	5.03689			
RSV-NET	Overall	2019-02-16	201907	Overall	1.0	2758.0	27421.0	0.10057984756208745	5.03689			
RSV-NET	Overall	2019-02-23	201908	Overall	1.3	2612.0	28187.0	0.09266683222762266	4.8812			
RSV-NET	Overall	2019-02-23	201908	Overall	1.1	2612.0	28187.0	0.09266683222762266	4.8812			
RSV-NET	Overall	2019-02-23	201908	Overall	1.2	2612.0	28187.0	0.09266683222762266	4.8812			
RSV-NET	Overall	2019-02-23	201908	Overall	1.0	2612.0	28187.0	0.09266683222762266	4.8812			
RSV-NET	Overall	2019-02-23	201908	Overall	2.0	2612.0	28187.0	0.09266683222762266	4.8812			
RSV-NET	Overall	2019-02-23	201908	Overall	1.0	2612.0	28187.0	0.09266683222762266	4.8812			
RSV-NET	Overall	2019-02-23	201908	Overall	2.7	2612.0	28187.0	0.09266683222762266	4.8812			
RSV-NET	Overall	2019-02-23	201908	Overall	0.6	2612.0	28187.0	0.09266683222762266	4.8812			
RSV-NET	Overall	2019-03-02	201909	Overall	1.1	2248.0	28342.0	0.0793169148260532	4.54791			
RSV-NET	Overall	2019-03-02	201909	Overall	1.1	2248.0	28342.0	0.0793169148260532	4.54791			
RSV-NET	Overall	2019-03-02	201909	Overall	1.1	2248.0	28342.0	0.0793169148260532	4.54791			
RSV-NET	Overall	2019-03-02	201909	Overall	1.1	2248.0	28342.0	0.0793169148260532	4.54791			
RSV-NET	Overall	2019-03-02	201909	Overall	1.6	2248.0	28342.0	0.0793169148260532	4.54791			
RSV-NET	Overall	2019-03-02	201909	Overall	0.7	2248.0	28342.0	0.0793169148260532	4.54791			
RSV-NET	Overall	2019-03-02	201909	Overall	0.7	2248.0	28342.0	0.0793169148260532	4.54791			
RSV-NET	Overall	2019-03-02	201909	Overall	0.6	2248.0	28342.0	0.0793169148260532	4.54791			
RSV-NET	Overall	2019-03-09	201910	Overall	0.8	1978.0	28567.0	0.0692407323135086	4.3762			
RSV-NET	Overall	2019-03-09	201910	Overall	0.9	1978.0	28567.0	0.0692407323135086	4.3762			
RSV-NET	Overall	2019-03-09	201910	Overall	0.8	1978.0	28567.0	0.0692407323135086	4.3762			
RSV-NET	Overall	2019-03-09	201910	Overall	0.7	1978.0	28567.0	0.0692407323135086	4.3762			
RSV-NET	Overall	2019-03-09	201910	Overall	1.2	1978.0	28567.0	0.0692407323135086	4.3762			
RSV-NET	Overall	2019-03-09	201910	Overall	0.6	1978.0	28567.0	0.0692407323135086	4.3762			
RSV-NET	Overall	2019-03-09	201910	Overall	6.8	1978.0	28567.0	0.0692407323135086	4.3762			
RSV-NET	Overall	2019-03-09	201910	Overall	0.7	1978.0	28567.0	0.0692407323135086	4.3762			
RSV-NET	Overall	2019-03-16	201911	Overall	0.8	1837.0	29271.0	0.06275836151822622	4.22692			
RSV-NET	Overall	2019-03-16	201911	Overall	0.6	1837.0	29271.0	0.06275836151822622	4.22692			
RSV-NET	Overall	2019-03-16	201911	Overall	0.7	1837.0	29271.0	0.06275836151822622	4.22692			
RSV-NET	Overall	2019-03-16	201911	Overall	0.6	1837.0	29271.0	0.06275836151822622	4.22692			
RSV-NET	Overall	2019-03-16	201911	Overall	1.1	1837.0	29271.0	0.06275836151822622	4.22692			
RSV-NET	Overall	2019-03-16	201911	Overall	0.5	1837.0	29271.0	0.06275836151822622	4.22692			
RSV-NET	Overall	2019-03-16	201911	Overall	2.1	1837.0	29271.0	0.06275836151822622	4.22692			
RSV-NET	Overall	2019-03-16	201911	Overall	0.5	1837.0	29271.0	0.06275836151822622	4.22692			
RSV-NET	Overall	2019-03-23	201912	Overall	0.7	1529.0	27846.0	0.05490914314443726	3.68251			
RSV-NET	Overall	2019-03-23	201912	Overall	0.7	1529.0	27846.0	0.05490914314443726	3.68251			
RSV-NET	Overall	2019-03-23	201912	Overall	0.7	1529.0	27846.0	0.05490914314443726	3.68251			
RSV-NET	Overall	2019-03-23	201912	Overall	0.8	1529.0	27846.0	0.05490914314443726	3.68251			
RSV-NET	Overall	2019-03-23	201912	Overall	0.8	1529.0	27846.0	0.05490914314443726	3.68251			
